-1.395596414804458618e-01,4.983129203319549561e-01,-1.996195763349533081e-01,4.456123709678649902e-02,-4.877251386642456055e-01,6.448154449462890625e-01,-4.860980808734893799e-01,2.604137063026428223e-01,-4.723638892173767090e-01,-4.140596389770507812e-01,6.009171009063720703e-01,-7.686069607734680176e-01,-3.867367804050445557e-01,6.192022562026977539e-01,7.333570718765258789e-01,1.192876994609832764e-01,-2.988140285015106201e-01,-2.709891200065612793e-01,-1.703653335571289062e-01,1.616474270820617676e+00
7.855994999408721924e-02,9.000424295663833618e-02,9.902789443731307983e-02,-2.136784046888351440e-01,-4.021274447441101074e-01,8.030427694320678711e-01,-7.590696811676025391e-01,4.389839172363281250e-01,-5.374531745910644531e-01,-8.992293477058410645e-01,6.622624397277832031e-01,-8.150939345359802246e-01,-3.851448595523834229e-01,5.656306743621826172e-01,8.634704947471618652e-01,3.659972921013832092e-02,-6.176804304122924805e-01,-3.703004866838455200e-02,-7.613831013441085815e-02,1.403015613555908203e+00
1.223041564226150513e-01,5.546307563781738281e-01,2.355658859014511108e-01,-3.586065769195556641e-01,-2.777854502201080322e-01,9.144235849380493164e-01,-7.205852866172790527e-01,2.612133324146270752e-01,-3.227675259113311768e-01,-1.134513497352600098e+00,4.210309684276580811e-01,-7.007145881652832031e-01,-3.307177424430847168e-01,4.440657198429107666e-01,8.270798921585083008e-01,-1.251132935285568237e-01,-5.018500089645385742e-01,-1.809084117412567139e-01,-2.028768509626388550e-01,1.136821150779724121e+00
3.909410536289215088e-02,2.701540589332580566e-01,1.419659965904429555e-04,-2.966422736644744873e-01,-1.308854073286056519e-01,6.459196805953979492e-01,-9.017178416252136230e-01,3.141622841358184814e-01,-4.840547442436218262e-01,-9.129741191864013672e-01,3.422301411628723145e-01,-6.895432472229003906e-01,-1.421206295490264893e-01,5.278363823890686035e-01,8.713633418083190918e-01,-1.589858382940292358e-01,-4.179407060146331787e-01,-4.575702920556068420e-02,-2.675616145133972168e-01,1.355682969093322754e+00
-8.964699506759643555e-02,4.111126959323883057e-01,9.397973120212554932e-02,-2.955757677555084229e-01,2.224598079919815063e-02,4.046278893947601318e-01,-8.667471408843994141e-01,4.697442352771759033e-01,-5.513030886650085449e-01,-9.744920134544372559e-01,6.767000555992126465e-01,-7.359161972999572754e-01,-1.724713891744613647e-01,4.185171425342559814e-01,9.418009519577026367e-01,4.510309100151062012e-01,-4.800356924533843994e-01,8.279108256101608276e-02,-4.387375414371490479e-01,9.340366125106811523e-01
1.284835767000913620e-02,9.695737063884735107e-02,1.361218392848968506e-01,1.118795797228813171e-01,-4.019245505332946777e-01,2.721661627292633057e-01,-5.296198129653930664e-01,2.801035940647125244e-01,-7.244834899902343750e-01,-6.385212540626525879e-01,4.066783785820007324e-01,-6.990695595741271973e-01,-4.789993166923522949e-01,5.173078179359436035e-01,7.652606964111328125e-01,3.505383133888244629e-01,-5.556188821792602539e-01,8.862557820975780487e-03,-2.769841849803924561e-01,1.217940807342529297e+00
7.480193674564361572e-02,4.556419253349304199e-01,1.237012539058923721e-02,-3.328850567340850830e-01,-3.262365162372589111e-01,2.793028652667999268e-01,-6.984845995903015137e-01,-5.531252361834049225e-03,-7.900247573852539062e-01,-3.617271184921264648e-01,5.214889645576477051e-01,-5.766294598579406738e-01,2.077668905258178711e-01,8.956701159477233887e-01,7.220821976661682129e-01,3.536098599433898926e-01,-2.459678500890731812e-01,-3.921821713447570801e-03,-3.067744374275207520e-01,8.519902229309082031e-01
-1.855216920375823975e-01,4.941518306732177734e-01,-3.453381732106208801e-02,-7.952298969030380249e-02,-4.283745288848876953e-01,7.363723516464233398e-01,-1.145134210586547852e+00,2.120621800422668457e-01,-6.035913228988647461e-01,-6.604303121566772461e-01,4.359352290630340576e-01,-9.711853265762329102e-01,-8.152920752763748169e-02,9.062799811363220215e-01,4.184527397155761719e-01,-3.968147635459899902e-01,-1.057907491922378540e-01,5.835688486695289612e-02,-1.441818941384553909e-02,1.403800964355468750e+00
-1.167863700538873672e-02,2.858338952064514160e-01,2.612110376358032227e-01,1.043228060007095337e-01,-1.273310929536819458e-01,6.574333906173706055e-01,-7.728347182273864746e-01,4.137672781944274902e-01,-4.654050767421722412e-01,-5.718278884887695312e-01,7.389290928840637207e-01,-1.035333871841430664e+00,-3.774746954441070557e-01,8.911901712417602539e-01,2.048371881246566772e-01,2.325769066810607910e-01,9.350511431694030762e-02,4.151901006698608398e-01,2.068615108728408813e-01,1.145337462425231934e+00
2.941093742847442627e-01,7.528512477874755859e-01,2.224157936871051788e-02,-2.417387068271636963e-01,-4.933844506740570068e-01,5.422852039337158203e-01,-4.122847914695739746e-01,-1.183327361941337585e-01,-1.968959420919418335e-01,-7.676821351051330566e-01,4.635967910289764404e-01,-8.227626681327819824e-01,-3.522614836692810059e-01,5.659510493278503418e-01,7.785054445266723633e-01,-7.237975299358367920e-02,-5.509612560272216797e-01,-1.134372800588607788e-01,-2.396885901689529419e-01,1.422296881675720215e+00
3.251280188560485840e-01,3.903916776180267334e-01,1.034696847200393677e-01,-3.494490683078765869e-01,1.187688112258911133e-01,-1.755463927984237671e-01,-1.179315567016601562e+00,4.279923450667411089e-04,-4.594500958919525146e-01,-5.414898991584777832e-01,1.111226975917816162e-01,-4.144583344459533691e-01,1.899153888225555420e-01,1.141774773597717285e+00,2.695691585540771484e-01,2.954078912734985352e-01,-9.788008779287338257e-02,4.500696361064910889e-01,-3.020762815140187740e-04,6.225280165672302246e-01
