4.634086489677429199e-01,9.290452599525451660e-01,3.146106600761413574e-01,3.360674530267715454e-02,-1.787925213575363159e-01,7.031598091125488281e-01,1.293626129627227783e-01,5.167466998100280762e-01,3.145397007465362549e-01,-2.603446366265416145e-03
6.346375346183776855e-01,2.291314303874969482e-01,7.836956381797790527e-01,-3.317610621452331543e-01,8.613653182983398438e-01,1.749847084283828735e-01,-7.884923368692398071e-03,3.108299672603607178e-01,1.365546703338623047e+00,1.095224261283874512e+00
6.011029481887817383e-01,4.285560548305511475e-01,4.004219472408294678e-01,-1.705342382192611694e-01,7.424485087394714355e-01,3.993032872676849365e-01,7.223127037286758423e-02,4.771999716758728027e-01,3.124876618385314941e-01,1.636347323656082153e-01
7.977477908134460449e-01,5.675139427185058594e-01,6.122289299964904785e-01,-3.007451891899108887e-01,7.770540118217468262e-01,2.172378450632095337e-02,2.123928815126419067e-01,4.570085108280181885e-01,1.095618844032287598e+00,1.027393579483032227e+00
4.639703631401062012e-01,7.502335309982299805e-01,7.312097549438476562e-01,3.076379895210266113e-01,-1.156406775116920471e-01,5.871877074241638184e-01,-9.645946323871612549e-02,4.748091399669647217e-01,4.476546347141265869e-01,-2.943881154060363770e-01
8.579111099243164062e-01,8.164692521095275879e-01,2.494742721319198608e-01,-1.714528948068618774e-01,4.943334758281707764e-01,5.417959094047546387e-01,-1.149363964796066284e-01,5.968806892633438110e-02,1.153375148773193359e+00,8.262529969215393066e-01
1.777186095714569092e-01,2.536156773567199707e-01,1.294195771217346191e+00,2.674779593944549561e-01,1.897019296884536743e-01,6.546230316162109375e-01,2.740136682987213135e-01,9.320412576198577881e-02,-2.278222236782312393e-03,-3.371101915836334229e-01
7.572396397590637207e-01,9.534415006637573242e-01,3.333379924297332764e-01,1.428320854902267456e-01,4.412122070789337158e-01,3.162772953510284424e-01,-1.784295886754989624e-01,3.209606111049652100e-01,9.888859987258911133e-01,6.152898073196411133e-01
6.061423420906066895e-01,3.425182700157165527e-01,5.473440885543823242e-01,-4.311046302318572998e-01,3.835607767105102539e-01,2.084218263626098633e-01,1.865188926458358765e-01,-1.070629432797431946e-01,1.323675870895385742e+00,1.039493203163146973e+00
1.773152500391006470e-01,1.502675861120223999e-01,7.335789799690246582e-01,-4.351990818977355957e-01,9.945419430732727051e-01,-2.610624134540557861e-01,7.364714145660400391e-01,5.874134302139282227e-01,6.766042709350585938e-01,4.888527989387512207e-01
4.474266469478607178e-01,-5.367280244827270508e-01,9.770575165748596191e-01,-3.135557472705841064e-01,6.820892691612243652e-01,-1.366149038076400757e-01,3.480612933635711670e-01,4.155922830104827881e-01,5.832746028900146484e-01,5.364438295364379883e-01
7.302042841911315918e-01,2.547993063926696777e-01,3.766791522502899170e-01,-5.961974263191223145e-01,3.830137550830841064e-01,-9.686389565467834473e-02,7.304671406745910645e-02,7.359719276428222656e-01,1.198150515556335449e+00,4.343852102756500244e-01
-1.257590502500534058e-01,3.653323352336883545e-01,-7.222893238067626953e-01,-2.688391804695129395e-01,5.440114140510559082e-01,3.878767490386962891e-01,2.979357540607452393e-01,7.529819011688232422e-01,7.288637757301330566e-01,-9.489424228668212891e-01
4.485018849372863770e-01,3.432151675224304199e-01,-1.097218871116638184e+00,-4.159263968467712402e-01,4.239655435085296631e-01,3.872483074665069580e-01,3.951447904109954834e-01,6.236991882324218750e-01,7.661756277084350586e-01,-7.845155000686645508e-01
4.792076349258422852e-01,4.916003346443176270e-01,-7.608748674392700195e-01,-5.267473459243774414e-01,9.578989744186401367e-01,2.124326825141906738e-01,3.839899599552154541e-01,1.099474191665649414e+00,8.026325106620788574e-01,-3.983300626277923584e-01
3.384169340133666992e-01,3.796836435794830322e-01,-6.813147068023681641e-01,-3.599722087383270264e-01,5.566156506538391113e-01,4.589932262897491455e-01,7.289274036884307861e-02,3.271003663539886475e-01,8.107694387435913086e-01,-7.974485158920288086e-01
