-3.182368576526641846e-01,7.091835886240005493e-02,2.027193903923034668e-01,2.304214984178543091e-01,-5.712482333183288574e-01,9.301148355007171631e-02,1.152080774307250977e+00,9.667427837848663330e-02,8.186111599206924438e-02,4.555567800998687744e-01,5.099021643400192261e-02,2.763265371322631836e-01,8.954185843467712402e-01,4.473574757575988770e-01,1.808216571807861328e-01,-5.345141291618347168e-01,5.862529873847961426e-01,-2.455173581838607788e-01,-1.923189014196395874e-01,2.060782015323638916e-01,6.533280611038208008e-01,1.561229228973388672e-01,-2.486299425363540649e-01,-7.167360931634902954e-02,5.873758792877197266e-01,-1.113567233085632324e+00,-2.113311588764190674e-01,-1.238200068473815918e-02,1.972310543060302734e-01,-4.276618957519531250e-01,-4.972050189971923828e-01,7.830905914306640625e-02,4.637119919061660767e-02,-2.565380930900573730e-01,2.963399887084960938e-01,-1.738047897815704346e-01,-4.211732149124145508e-01,6.905274391174316406e-01,2.888353765010833740e-01,-9.299197793006896973e-02,3.241776823997497559e-01,1.847930699586868286e-01,-8.204967379570007324e-01,3.098535239696502686e-01,-2.491327524185180664e-01,-3.854890528600662947e-04,3.138514459133148193e-01,4.695871770381927490e-01,9.315995126962661743e-02,6.047682836651802063e-02
-1.213828563690185547e+00,4.919686317443847656e-01,4.836305975914001465e-01,3.552303016185760498e-01,-4.572974741458892822e-01,2.895960509777069092e-01,-4.235377535223960876e-02,-2.664810419082641602e-01,3.892152011394500732e-01,-4.245714098215103149e-02,-2.672407329082489014e-01,2.823566496372222900e-01,5.478866100311279297e-01,4.393968582153320312e-01,-7.169404029846191406e-01,-8.176609873771667480e-01,5.921878814697265625e-01,-2.818389534950256348e-01,3.576774001121520996e-01,2.234254404902458191e-02,7.200039029121398926e-01,1.844700984656810760e-02,8.020296692848205566e-01,6.336884498596191406e-01,1.754303574562072754e-01,-1.449524462223052979e-01,1.373571306467056274e-01,4.452584981918334961e-01,-9.097728729248046875e-01,3.983726501464843750e-01,-5.301788449287414551e-01,-5.451180934906005859e-01,-5.471316576004028320e-01,1.843299418687820435e-01,9.888197779655456543e-01,-7.601667642593383789e-01,-6.855065003037452698e-03,2.461743652820587158e-01,-2.530773282051086426e-01,-3.909106254577636719e-01,3.131964504718780518e-01,3.995201587677001953e-01,6.514325141906738281e-01,3.289821147918701172e-01,4.415618628263473511e-02,1.329612284898757935e-01,-5.274491384625434875e-02,-1.431876420974731445e-01,2.364487797021865845e-01,-2.130059599876403809e-01
-1.023158073425292969e+00,7.196233272552490234e-01,7.461083531379699707e-01,1.050830364227294922e+00,-2.545634508132934570e-01,3.406522870063781738e-01,1.124918460845947266e-01,2.913951575756072998e-01,1.926932185888290405e-01,3.672643899917602539e-01,-3.518415689468383789e-01,3.346185088157653809e-01,1.052604317665100098e+00,8.707653284072875977e-01,6.108831167221069336e-01,9.255106449127197266e-01,8.440291881561279297e-02,-6.635658442974090576e-02,-2.849453389644622803e-01,-8.327528834342956543e-02,2.393310368061065674e-01,-2.408060133457183838e-01,4.174484312534332275e-02,7.258580327033996582e-01,4.924346804618835449e-01,-1.031697839498519897e-01,-4.591105133295059204e-02,3.175682574510574341e-02,4.992049336433410645e-01,2.036076635122299194e-01,-2.177088260650634766e-01,-2.629324495792388916e-01,1.110120192170143127e-01,4.490457773208618164e-01,-1.218267530202865601e-01,-7.907587289810180664e-01,-4.044224917888641357e-01,-1.423374563455581665e-01,-9.102367162704467773e-01,-8.239366412162780762e-01,-1.649619340896606445e-01,2.890997529029846191e-01,4.983172416687011719e-01,-6.682754959911108017e-03,-2.827966809272766113e-01,2.809118106961250305e-02,-4.609219431877136230e-01,-6.174563765525817871e-01,-1.105786934494972229e-01,1.663721054792404175e-01
-2.849785089492797852e-01,1.819184236228466034e-02,1.077397465705871582e+00,1.704432815313339233e-01,4.102467373013496399e-02,-6.915107369422912598e-01,8.833987265825271606e-02,1.050650551915168762e-01,3.799713253974914551e-01,-1.161282882094383240e-01,1.268547177314758301e-01,5.778184533119201660e-01,2.116619236767292023e-02,8.449910879135131836e-01,2.072257995605468750e-01,-3.406434059143066406e-01,-3.059763312339782715e-01,9.324223548173904419e-02,-1.074793115258216858e-01,-2.234819680452346802e-01,6.431526541709899902e-01,2.982809841632843018e-01,2.747048437595367432e-01,8.590043783187866211e-01,-4.371696338057518005e-02,-4.439778253436088562e-02,6.148483753204345703e-01,8.344893902540206909e-02,2.279602438211441040e-01,1.106176152825355530e-01,-5.800261497497558594e-01,2.276371568441390991e-01,1.334229856729507446e-01,3.200224339962005615e-01,-6.960731744766235352e-02,1.028078198432922363e-01,-5.086910724639892578e-01,2.014170140027999878e-01,-3.492706716060638428e-01,3.883148431777954102e-01,-1.868645697832107544e-01,-3.220809996128082275e-01,-5.284751653671264648e-01,5.729498863220214844e-01,1.803696155548095703e-01,-1.221736893057823181e-01,5.310383439064025879e-01,4.320772290229797363e-01,8.597709238529205322e-02,1.550264507532119751e-01
-4.393039345741271973e-01,2.088946551084518433e-01,4.205798804759979248e-01,1.057038187980651855e+00,-1.026245474815368652e+00,-5.677892640233039856e-02,2.785333096981048584e-01,-2.122590094804763794e-01,8.171058297157287598e-01,3.551530241966247559e-01,-5.356991663575172424e-02,2.353903949260711670e-01,1.081807494163513184e+00,7.213308215141296387e-01,-5.079642683267593384e-02,-1.385367512702941895e-01,-6.841774582862854004e-01,-6.144175529479980469e-01,-5.732330679893493652e-01,4.053813517093658447e-01,7.776503562927246094e-01,-8.938071727752685547e-01,8.921858668327331543e-01,5.734180808067321777e-01,-1.161671280860900879e-01,6.466581672430038452e-02,6.443020105361938477e-01,2.605405747890472412e-01,1.491097211837768555e-01,1.279410570859909058e-01,-4.636726975440979004e-01,-3.719357252120971680e-01,-2.691159546375274658e-01,-6.842658519744873047e-01,5.793731808662414551e-01,-6.718173027038574219e-01,4.005601406097412109e-01,-1.245818194001913071e-02,-6.959842443466186523e-01,-2.520966231822967529e-01,-1.281890422105789185e-01,-1.545831710100173950e-01,-2.650073766708374023e-01,3.527368605136871338e-01,5.943939089775085449e-01,4.811944663524627686e-01,8.858546614646911621e-01,3.018321394920349121e-01,3.955496549606323242e-01,-1.035648584365844727e-01
-1.000016853213310242e-01,9.460652470588684082e-01,1.453077912330627441e+00,3.564621508121490479e-01,-5.421507954597473145e-01,-3.452791571617126465e-01,-1.330277472734451294e-01,3.986071944236755371e-01,8.220255970954895020e-01,6.133493185043334961e-01,-7.938789725303649902e-01,5.729340910911560059e-01,6.013649106025695801e-01,6.686672568321228027e-01,1.017106026411056519e-01,1.794079840183258057e-01,2.621102631092071533e-01,-4.903653264045715332e-01,6.466493010520935059e-02,3.055087029933929443e-01,4.905159175395965576e-01,2.148260921239852905e-02,-4.267107248306274414e-01,6.520944833755493164e-01,-1.178567707538604736e-01,1.015777960419654846e-01,8.353696465492248535e-01,3.699787259101867676e-01,-3.763160705566406250e-01,1.070716083049774170e-01,-5.432868599891662598e-01,-3.311220109462738037e-01,-3.376893103122711182e-01,-7.206256985664367676e-01,3.998359143733978271e-01,-4.649073481559753418e-01,-9.943811222910881042e-03,3.737966716289520264e-01,-3.320421874523162842e-01,2.626320123672485352e-01,1.920073181390762329e-01,1.406077593564987183e-01,6.981326639652252197e-02,-4.257219135761260986e-01,8.371744751930236816e-01,2.105298340320587158e-01,6.044961214065551758e-01,4.272258877754211426e-01,2.625394463539123535e-01,-1.609008461236953735e-01
5.224129557609558105e-02,-2.478155195713043213e-01,2.912278175354003906e-01,9.178710579872131348e-01,-5.071066617965698242e-01,-1.712981909513473511e-01,3.837953209877014160e-01,2.812669612467288971e-02,6.648389697074890137e-01,-1.757484674453735352e-02,-3.852072656154632568e-01,6.116531491279602051e-01,7.536992430686950684e-01,9.658300280570983887e-01,5.638352632522583008e-01,2.834511101245880127e-01,5.273506641387939453e-01,-1.340291798114776611e-01,-8.638648390769958496e-01,-2.854044735431671143e-01,3.196122944355010986e-01,-8.206200599670410156e-01,5.006164312362670898e-01,1.277221202850341797e+00,3.915941715240478516e-01,6.214700266718864441e-02,5.501710176467895508e-01,3.398625254631042480e-01,7.229688167572021484e-01,4.277570247650146484e-01,-7.393786311149597168e-02,-5.463036522269248962e-02,-2.587706446647644043e-01,2.410852611064910889e-01,-4.352787733078002930e-01,-3.985798358917236328e-01,-3.113472163677215576e-01,4.598075151443481445e-01,-2.250297963619232178e-01,-6.384178996086120605e-01,1.278666555881500244e-01,2.003797441720962524e-01,-1.320681273937225342e-01,-2.875465452671051025e-01,6.094901561737060547e-01,-2.912786304950714111e-01,2.485089004039764404e-01,8.785483837127685547e-01,6.846488714218139648e-01,-2.126540755853056908e-03
4.744679331779479980e-01,8.957546949386596680e-02,-1.000559329986572266e-01,2.744145095348358154e-01,2.472813008353114128e-03,-9.104643017053604126e-02,3.794896230101585388e-02,4.970197677612304688e-01,6.420373320579528809e-01,-2.003671675920486450e-01,2.210860699415206909e-01,1.838110834360122681e-01,3.313720524311065674e-01,-1.034550666809082031e-01,-4.536547064781188965e-01,3.211930692195892334e-01,3.926943242549896240e-01,-9.933344721794128418e-01,-1.125656485557556152e+00,1.611872464418411255e-01,7.645746469497680664e-01,-1.009423807263374329e-01,1.933538317680358887e-01,2.013058364391326904e-01,3.051921427249908447e-01,-2.225811481475830078e-01,1.916831284761428833e-01,2.798029780387878418e-02,-4.324407279491424561e-01,2.465381026268005371e-01,-7.874662876129150391e-01,-9.011672139167785645e-01,-3.505268692970275879e-01,7.588997483253479004e-01,9.152858704328536987e-02,-4.936403632164001465e-01,-1.351634114980697632e-01,6.211082339286804199e-01,-3.424226045608520508e-01,5.580849051475524902e-01,-3.228028118610382080e-02,-1.348339021205902100e-01,9.946206957101821899e-02,-2.171587198972702026e-02,4.153099954128265381e-01,-5.746898651123046875e-01,5.739005804061889648e-01,3.583084046840667725e-01,-6.239765882492065430e-01,2.937962412834167480e-01
1.634590923786163330e-01,2.403665892779827118e-02,6.636568307876586914e-01,3.974645435810089111e-01,-2.945861518383026123e-01,3.400348126888275146e-02,-5.323528498411178589e-02,2.850835025310516357e-01,6.094418764114379883e-01,9.410956501960754395e-01,8.868471533060073853e-02,2.660610973834991455e-01,1.078041672706604004e+00,-2.415762990713119507e-01,1.931579969823360443e-02,-1.453163921833038330e-01,2.686001360416412354e-01,-2.905088663101196289e-01,3.675054311752319336e-01,3.110386133193969727e-01,6.237305402755737305e-01,-2.647087723016738892e-02,3.133332431316375732e-01,3.605906665325164795e-01,4.655229449272155762e-01,-1.752627938985824585e-01,6.844172477722167969e-01,-7.190170884132385254e-01,2.043436020612716675e-01,1.317028850317001343e-01,-1.472477018833160400e-01,2.587456628680229187e-02,5.119315385818481445e-01,-8.393858075141906738e-01,2.814448624849319458e-02,-6.589524745941162109e-01,3.271871432662010193e-02,-7.305320501327514648e-01,-1.046957015991210938e+00,-1.903837919235229492e-01,4.480949044227600098e-01,3.651443719863891602e-01,3.418556749820709229e-01,4.744849503040313721e-01,-6.184144616127014160e-01,-1.435313463211059570e+00,4.838873744010925293e-01,5.496181845664978027e-01,-4.277810156345367432e-01,3.204330503940582275e-01
-1.125647306442260742e+00,2.952199876308441162e-01,7.245006561279296875e-01,1.222105324268341064e-01,2.627468407154083252e-01,-8.626274764537811279e-03,-4.668444767594337463e-02,-1.014412194490432739e-01,3.724817633628845215e-01,2.926504015922546387e-01,-6.788136959075927734e-01,-8.292291313409805298e-02,3.673810958862304688e-01,8.575382232666015625e-01,3.575099408626556396e-01,-6.760792136192321777e-01,3.293096721172332764e-01,-1.160514447838068008e-02,5.718020796775817871e-01,2.465910911560058594e-01,2.124265432357788086e-01,-6.814512014389038086e-01,8.584585189819335938e-01,1.143593192100524902e+00,-3.395808935165405273e-01,1.951844431459903717e-02,2.455019503831863403e-01,1.368448436260223389e-01,3.413942158222198486e-01,3.613006323575973511e-02,-7.220026254653930664e-01,-6.036745309829711914e-01,4.062959551811218262e-01,-2.386904135346412659e-02,-4.132627844810485840e-01,-2.063557505607604980e-01,-5.651783347129821777e-01,-2.667253613471984863e-01,-1.255545020103454590e-01,-1.108618006110191345e-01,1.262016296386718750e-01,3.545205593109130859e-01,-2.160303145647048950e-01,1.294324994087219238e-01,3.383919298648834229e-01,-2.059865742921829224e-02,6.914575099945068359e-01,8.552969694137573242e-01,-1.042841747403144836e-01,-2.831277623772621155e-02
